ObservationID,ObservationDate,Telescope,Flux,FrequencyHz,SNR,DurationSec,DistanceLy,EventType
OBS000814,2015-02-03 21:00:00,JWST,474.171,1398083310.01,9.124,0.5539,2084860.68,Signal
OBS000815,2015-02-03 22:00:00,VLT,713.875,1365838245.89,10.152,0.9704,1971310.06,Noise
OBS000816,2015-02-03 23:00:00,Chandra,474.344,1397065667.4,14.316,0.5708,1325061.38,Signal
OBS000817,2015-02-04 00:00:00,HST,283.943,1412271710.32,15.196,1.4864,867207.46,Noise
OBS000818,2015-02-04 01:00:00,HST,727.166,1373271798.24,10.845,0.7672,964822.21,Noise
OBS000819,2015-02-04 02:00:00,VLT,581.887,1409972717.35,16.745,0.4486,1202801.13,Noise
OBS000820,2015-02-04 03:00:00,Chandra,491.598,1401780245.07,11.605,0.5047,789876.12,Signal
OBS000821,2015-02-04 04:00:00,HST,455.43,1387124887.72,9.479,1.1443,1659405.03,Signal
OBS000822,2015-02-04 05:00:00,VLT,629.882,1417093461.73,12.992,0.6773,17863.75,Noise
OBS000823,2015-02-04 06:00:00,HST,434.962,1355954864.62,5.203,0.3909,852137.22,Signal
OBS000824,2015-02-04 07:00:00,VLT,637.791,1406933614.97,13.164,1.0561,1400535.75,Signal
OBS000825,2015-02-04 08:00:00,VLT,565.063,1432388703.16,4.289,0.6753,577420.18,Noise
OBS000826,2015-02-04 09:00:00,HST,529.362,1428798862.78,6.861,0.996,879925.55,Noise
OBS000827,2015-02-04 10:00:00,VLT,517.462,1407796134.41,1.907,1.0807,1296821.71,Noise
OBS000828,2015-02-04 11:00:00,Chandra,479.004,1393966384.48,11.124,0.8823,1759134.55,Signal
OBS000829,2015-02-04 12:00:00,Chandra,625.477,1387283948.87,20.048,1.5188,353030.86,Signal
OBS000830,2015-02-04 13:00:00,HST,396.159,1393941484.12,11.415,0.2826,315962.76,Noise
OBS000831,2015-02-04 14:00:00,JWST,305.369,1410876144.96,15.218,0.5546,526984.91,Signal
OBS000832,2015-02-04 15:00:00,JWST,573.733,1383855123.89,23.762,0.7232,231232.07,Signal
OBS000833,2015-02-04 16:00:00,Keck,575.749,1415148476.36,14.02,1.4784,266810.77,Signal
OBS000834,2015-02-04 17:00:00,HST,557.629,1442663210.36,8.174,1.3394,513669.4,Noise
OBS000835,2015-02-04 18:00:00,Chandra,548.927,1398762335.3,8.862,1.1866,1616746.77,Signal
OBS000836,2015-02-04 19:00:00,VLT,461.535,1373112103.93,12.003,0.5618,843961.59,Noise
OBS000837,2015-02-04 20:00:00,Chandra,594.498,1373105105.07,8.836,0.5967,1015687.55,Signal
OBS000838,2015-02-04 21:00:00,HST,494.533,1415531311.03,9.21,0.5514,522267.87,Signal
OBS000839,2015-02-04 22:00:00,HST,441.546,1398805076.42,16.926,0.565,1316768.54,Noise
OBS000840,2015-02-04 23:00:00,Chandra,462.573,1417536617.92,17.131,1.2478,1937882.01,Noise
OBS000841,2015-02-05 00:00:00,JWST,742.477,1389327315.02,3.766,0.7269,556185.06,Noise
OBS000842,2015-02-05 01:00:00,VLT,291.803,1416612470.95,7.909,0.7666,1862374.19,Noise
OBS000843,2015-02-05 02:00:00,Chandra,559.975,1396834016.53,9.68,1.0323,1182212.19,Signal
OBS000844,2015-02-05 03:00:00,HST,298.507,1385349918.89,14.995,0.3009,1008431.75,Noise
OBS000845,2015-02-05 04:00:00,HST,487.012,1391980030.42,17.715,0.8158,1200061.92,Signal
OBS000846,2015-02-05 05:00:00,HST,447.965,1376058912.89,25.51,0.4709,1195263.25,Signal
OBS000847,2015-02-05 06:00:00,HST,249.797,1439787191.17,9.672,0.7117,1928552.21,Noise
OBS000848,2015-02-05 07:00:00,HST,546.685,1398072363.73,9.921,0.6241,1260110.37,Noise
OBS000849,2015-02-05 08:00:00,Chandra,454.395,1412890281.77,14.943,0.6086,1270553.59,Signal
OBS000850,2015-02-05 09:00:00,VLT,248.095,1389262617.34,8.589,0.8677,789250.09,Noise
OBS000851,2015-02-05 10:00:00,Chandra,600.748,1378961443.56,11.295,0.8664,1419538.57,Noise
OBS000852,2015-02-05 11:00:00,Chandra,672.201,1395322389.78,9.925,0.7341,521576.51,Noise
OBS000853,2015-02-05 12:00:00,Chandra,678.815,1422023850.67,1.108,0.9112,1054501.99,Signal
OBS000854,2015-02-05 13:00:00,JWST,543.075,1389585364.17,12.616,0.5394,2441641.78,Signal
OBS000855,2015-02-05 14:00:00,JWST,505.527,1382589360.55,11.088,1.0045,252094.96,Signal
OBS000856,2015-02-05 15:00:00,Chandra,659.379,1403109284.89,18.356,0.7381,1116573.5,Signal
OBS000857,2015-02-05 16:00:00,JWST,701.886,1409980452.01,12.027,0.6549,1135811.46,Signal
OBS000858,2015-02-05 17:00:00,HST,636.028,1432856963.38,5.726,0.5616,885955.48,Noise
OBS000859,2015-02-05 18:00:00,VLT,387.015,1407075009.57,10.71,0.7276,897740.37,Noise
OBS000860,2015-02-05 19:00:00,Chandra,524.161,1412879853.57,1.545,1.3612,1045704.89,Noise
OBS000861,2015-02-05 20:00:00,Chandra,552.742,1414385504.74,5.945,0.781,873998.36,Signal
OBS000862,2015-02-05 21:00:00,Chandra,282.846,1376939692.36,15.178,0.4567,1110989.86,Signal
OBS000863,2015-02-05 22:00:00,HST,556.323,1380733358.59,10.763,1.0756,756194.65,Signal
OBS000864,2015-02-05 23:00:00,VLT,772.759,1378322074.21,16.613,0.6584,2011196.41,Noise
OBS000865,2015-02-06 00:00:00,Chandra,576.792,1373357084.89,2.166,0.8851,873993.13,Noise
OBS000866,2015-02-06 01:00:00,VLT,676.81,1415909197.5,10.788,0.6183,1284805.7,Signal
OBS000867,2015-02-06 02:00:00,Chandra,521.95,1405801001.83,9.622,1.1842,665481.95,Noise
OBS000868,2015-02-06 03:00:00,Chandra,491.214,1401589921.26,16.779,0.6228,1466571.52,Noise
OBS000869,2015-02-06 04:00:00,Keck,545.753,1348145669.69,15.364,1.2194,1366733.89,Signal
OBS000870,2015-02-06 05:00:00,HST,402.101,1441109537.17,15.211,0.4852,1209630.12,Noise
OBS000871,2015-02-06 06:00:00,Keck,384.347,1382114559.92,19.707,0.7121,486332.32,Noise
OBS000872,2015-02-06 07:00:00,JWST,651.957,1441036255.12,10.16,1.22,623798.48,Signal
OBS000873,2015-02-06 08:00:00,HST,664.681,1371015170.39,18.675,0.8505,1843086.49,Signal
OBS000874,2015-02-06 09:00:00,HST,381.067,1383751976.83,6.779,1.4814,618263.15,Noise
OBS000875,2015-02-06 10:00:00,VLT,616.16,1355943012.35,6.596,0.7193,1320451.09,Noise
OBS000876,2015-02-06 11:00:00,Keck,489.565,1407242499.52,15.764,0.8771,527664.33,Signal
OBS000877,2015-02-06 12:00:00,Keck,540.777,1377974863.58,4.476,1.3715,1504191.62,Noise
OBS000878,2015-02-06 13:00:00,VLT,555.226,1378539996.92,14.864,0.3458,656801.32,Signal
OBS000879,2015-02-06 14:00:00,Keck,619.322,1372549715.66,12.507,0.3087,518406.06,Noise
OBS000880,2015-02-06 15:00:00,VLT,509.926,1415547101.25,17.359,0.5613,643828.76,Noise
OBS000881,2015-02-06 16:00:00,HST,669.219,1414229273.03,11.703,1.044,723098.7,Signal
OBS000882,2015-02-06 17:00:00,Chandra,537.13,1436240677.82,12.28,0.317,1202336.68,Noise
OBS000883,2015-02-06 18:00:00,Keck,574.902,1386285867.58,14.546,0.9791,1034691.85,Noise
OBS000884,2015-02-06 19:00:00,HST,400.008,1404376387.42,8.687,0.958,452421.96,Noise
OBS000885,2015-02-06 20:00:00,Chandra,759.039,1374213296.05,8.469,1.4043,986026.49,Noise
OBS000886,2015-02-06 21:00:00,VLT,556.379,1393299219.55,14.372,1.1136,428249.3,Noise
OBS000887,2015-02-06 22:00:00,HST,585.56,1389623093.73,11.854,0.9092,1321778.68,Signal
OBS000888,2015-02-06 23:00:00,HST,307.018,1409288999.15,9.963,1.2077,1413451.45,Noise
OBS000889,2015-02-07 00:00:00,HST,401.276,1420340436.13,11.586,0.9617,988026.33,Noise
OBS000890,2015-02-07 01:00:00,JWST,648.546,1419821333.82,19.973,0.662,1135826.7,Noise
OBS000891,2015-02-07 02:00:00,HST,534.427,1383143754.56,9.785,0.4566,1876062.06,Noise
OBS000892,2015-02-07 03:00:00,VLT,270.346,1419969358.09,9.64,0.6292,921198.5,Noise
OBS000893,2015-02-07 04:00:00,Keck,624.595,1399118297.26,3.463,0.788,527871.02,Signal
OBS000894,2015-02-07 05:00:00,Chandra,434.746,1393508062.08,11.788,0.8525,1289597.62,Noise
OBS000895,2015-02-07 06:00:00,VLT,669.358,1385829770.26,15.284,0.1594,433673.12,Noise
OBS000896,2015-02-07 07:00:00,VLT,489.46,1388801284.11,16.181,0.7341,894715.52,Signal
OBS000897,2015-02-07 08:00:00,Keck,524.565,1434846276.92,12.541,0.8086,700504.98,Signal
OBS000898,2015-02-07 09:00:00,HST,641.475,1406148215.33,16.779,0.9643,649090.08,Signal
OBS000899,2015-02-07 10:00:00,HST,392.301,1403492236.95,15.656,1.288,874956.2,Noise
OBS000900,2015-02-07 11:00:00,VLT,380.858,1394755062.83,17.565,0.8557,1449945.66,Signal
OBS000901,2015-02-07 12:00:00,HST,476.42,1448919572.23,16.922,0.5271,1552834.39,Signal
OBS000902,2015-02-07 13:00:00,HST,599.261,1426100209.78,19.85,0.2546,1463102.93,Signal
OBS000903,2015-02-07 14:00:00,JWST,340.295,1385578757.7,11.152,1.0061,1168177.04,Noise
OBS000904,2015-02-07 15:00:00,Chandra,299.836,1394527698.91,5.365,0.5393,871141.72,Signal
OBS000905,2015-02-07 16:00:00,Keck,598.847,1395715109.13,15.319,1.0601,178912.5,Signal
OBS000906,2015-02-07 17:00:00,VLT,427.643,1402917439.57,15.903,1.2192,1183830.5,Noise
OBS000907,2015-02-07 18:00:00,Keck,452.933,1385975480.15,19.85,0.3368,139665.86,Signal
OBS000908,2015-02-07 19:00:00,HST,277.183,1408776330.47,18.406,0.9662,38316.36,Signal
OBS000909,2015-02-07 20:00:00,JWST,418.522,1429041762.64,21.727,1.1878,919166.17,Noise
OBS000910,2015-02-07 21:00:00,HST,499.092,1373727437.82,15.099,1.1057,1132288.62,Signal
OBS000911,2015-02-07 22:00:00,VLT,611.645,1377437065.26,13.144,0.1711,774457.55,Signal
OBS000912,2015-02-07 23:00:00,HST,407.452,1390336828.89,5.075,0.5439,1767765.57,Noise
OBS000913,2015-02-08 00:00:00,JWST,698.885,1391264088.8,13.54,0.4159,1231050.83,Signal
OBS000914,2015-02-08 01:00:00,Chandra,417.853,1439969317.49,9.237,0.957,875296.05,Noise
OBS000915,2015-02-08 02:00:00,Keck,418.029,1420034184.4,13.058,0.924,1693154.97,Noise
OBS000916,2015-02-08 03:00:00,Keck,684.483,1418886447.04,12.273,0.0094,1782556.67,Signal
OBS000917,2015-02-08 04:00:00,Keck,525.375,1394712686.13,14.359,0.7098,1256279.35,Noise
OBS000918,2015-02-08 05:00:00,VLT,433.757,1394273731.86,11.513,1.0402,612371.17,Noise
OBS000919,2015-02-08 06:00:00,JWST,481.384,1370965891.72,16.675,0.8444,724864.78,Signal
OBS000920,2015-02-08 07:00:00,VLT,662.369,1415634804.56,1.616,0.8439,276630.64,Noise
OBS000921,2015-02-08 08:00:00,Chandra,675.944,1409821092.1,12.95,0.6905,978791.56,Noise
OBS000922,2015-02-08 09:00:00,Keck,401.985,1425719947.29,18.012,0.4823,474979.28,Noise
OBS000923,2015-02-08 10:00:00,Keck,494.908,1395783405.73,21.35,0.7949,835462.62,Noise
OBS000924,2015-02-08 11:00:00,HST,510.819,1397164417.08,15.66,0.8156,1130300.15,Signal
OBS000925,2015-02-08 12:00:00,JWST,381.651,1403400910.57,20.424,0.9846,8145.68,Noise
OBS000926,2015-02-08 13:00:00,Chandra,493.318,1417837951.51,12.845,1.0089,368129.37,Noise
OBS000927,2015-02-08 14:00:00,Keck,500.639,1370595687.56,12.014,0.8258,746575.97,Noise
OBS000928,2015-02-08 15:00:00,JWST,636.825,1414721122.67,14.647,1.1285,973736.32,Signal
OBS000929,2015-02-08 16:00:00,Keck,644.891,1399590088.76,11.984,0.6875,753054.6,Signal
OBS000930,2015-02-08 17:00:00,Keck,460.495,1378827254.64,8.088,0.3668,864741.03,Signal
OBS000931,2015-02-08 18:00:00,Keck,474.326,1358307884.95,9.424,0.9431,646906.4,Noise
OBS000932,2015-02-08 19:00:00,VLT,579.715,1397270525.76,6.439,0.8379,275300.08,Noise
OBS000933,2015-02-08 20:00:00,JWST,429.777,1428954259.67,14.642,0.9491,732624.61,Noise
OBS000934,2015-02-08 21:00:00,VLT,570.637,1433493693.33,12.057,0.4207,893415.74,Signal
OBS000935,2015-02-08 22:00:00,Keck,489.451,1407107524.21,10.199,1.3372,844804.95,Signal
OBS000936,2015-02-08 23:00:00,Chandra,383.672,1439240113.28,9.167,1.0132,1055897.96,Noise
OBS000937,2015-02-09 00:00:00,HST,385.18,1399141178.34,14.525,0.7136,1209447.29,Signal
OBS000938,2015-02-09 01:00:00,HST,673.647,1419066071.03,15.902,0.5194,1340863.11,Signal
OBS000939,2015-02-09 02:00:00,Keck,481.229,1390975382.22,6.347,1.1231,683224.58,Noise
OBS000940,2015-02-09 03:00:00,Keck,696.842,1389708023.21,5.562,0.4695,212101.6,Noise
OBS000941,2015-02-09 04:00:00,VLT,438.364,1386449817.66,16.773,1.4784,1635798.18,Signal
OBS000942,2015-02-09 05:00:00,Keck,534.945,1358789421.06,5.124,0.616,1192722.96,Noise
OBS000943,2015-02-09 06:00:00,Chandra,787.121,1425741845.2,14.737,1.3162,522668.82,Signal
OBS000944,2015-02-09 07:00:00,Keck,373.114,1387167351.22,20.085,0.7447,1138852.53,Noise
OBS000945,2015-02-09 08:00:00,HST,272.262,1383971224.4,20.096,1.2742,1533997.37,Noise
OBS000946,2015-02-09 09:00:00,HST,654.391,1376400566.37,15.689,0.5795,1864588.26,Signal
OBS000947,2015-02-09 10:00:00,Chandra,400.783,1395912811.27,15.544,0.8057,1125305.14,Signal
OBS000948,2015-02-09 11:00:00,HST,497.515,1435269846.21,23.26,1.0414,1529835.32,Signal
OBS000949,2015-02-09 12:00:00,Chandra,429.69,1441875577.02,0.328,0.9986,395198.96,Noise
OBS000950,2015-02-09 13:00:00,JWST,532.18,1366782662.48,9.678,1.1302,982048.62,Noise
OBS000951,2015-02-09 14:00:00,HST,385.936,1392911040.08,16.242,0.6538,832493.68,Noise
OBS000952,2015-02-09 15:00:00,JWST,478.407,1379312844.6,10.314,0.8254,1171284.93,Signal
OBS000953,2015-02-09 16:00:00,VLT,553.978,1419766754.82,18.199,1.1745,1805596.97,Signal
OBS000954,2015-02-09 17:00:00,Keck,379.003,1405731870.95,11.803,0.5884,1124944.7,Signal
OBS000955,2015-02-09 18:00:00,VLT,415.99,1387268613.45,12.659,0.9718,531154.63,Noise
OBS000956,2015-02-09 19:00:00,VLT,458.314,1401451461.61,10.627,0.7343,368280.71,Signal
OBS000957,2015-02-09 20:00:00,Keck,328.542,1390451627.57,9.387,0.8618,1822890.03,Noise
OBS000958,2015-02-09 21:00:00,VLT,449.293,1432284921.89,9.264,0.8254,1256896.71,Signal
OBS000959,2015-02-09 22:00:00,Chandra,514.256,1410939190.3,13.356,0.5635,1224040.67,Signal
OBS000960,2015-02-09 23:00:00,Keck,452.054,1413396468.42,8.127,0.7218,828134.31,Signal
OBS000961,2015-02-10 00:00:00,HST,467.435,1346661650.44,16.766,0.8435,1133930.89,Noise
OBS000962,2015-02-10 01:00:00,Keck,497.612,1398664226.42,15.266,0.7692,506520.05,Noise
OBS000963,2015-02-10 02:00:00,Chandra,421.311,1441664219.18,17.497,1.2718,1193599.18,Noise
OBS000964,2015-02-10 03:00:00,JWST,582.928,1426522581.4,6.355,1.103,412564.93,Noise
OBS000965,2015-02-10 04:00:00,Chandra,672.317,1363058208.28,3.503,0.887,820355.78,Noise
OBS000966,2015-02-10 05:00:00,Keck,444.274,1393731483.35,11.979,0.5711,678553.43,Noise
OBS000967,2015-02-10 06:00:00,VLT,558.224,1375969610.68,26.494,0.5528,628683.82,Signal
OBS000968,2015-02-10 07:00:00,JWST,471.246,1434222031.21,18.331,1.3921,826615.69,Noise
OBS000969,2015-02-10 08:00:00,Chandra,543.858,1404885565.65,9.228,0.497,550566.79,Noise
OBS000970,2015-02-10 09:00:00,HST,687.894,1384644088.81,14.123,0.8342,894805.06,Signal
OBS000971,2015-02-10 10:00:00,JWST,561.039,1400683158.87,15.638,0.9083,1000861.4,Signal
OBS000972,2015-02-10 11:00:00,Keck,287.19,1347852689.42,5.158,0.7066,1883965.97,Signal
OBS000973,2015-02-10 12:00:00,Keck,554.479,1378300773.93,18.848,0.4993,1152354.5,Signal
OBS000974,2015-02-10 13:00:00,Keck,647.944,1400728874.52,11.163,0.5645,1167056.32,Noise
OBS000975,2015-02-10 14:00:00,HST,473.408,1416913507.37,11.547,0.636,1247806.92,Noise
OBS000976,2015-02-10 15:00:00,JWST,619.476,1361173717.59,12.119,0.5872,1435904.26,Noise
OBS000977,2015-02-10 16:00:00,HST,417.186,1392376893.85,17.723,1.1983,1227139.73,Signal
OBS000978,2015-02-10 17:00:00,Keck,321.735,1420193714.77,8.224,0.7973,1140856.51,Noise
OBS000979,2015-02-10 18:00:00,JWST,516.94,1370970933.51,3.465,0.6429,1355623.46,Noise
OBS000980,2015-02-10 19:00:00,Keck,289.223,1404583656.7,13.615,0.8321,213317.21,Signal
OBS000981,2015-02-10 20:00:00,Keck,471.227,1401319490.06,1.782,1.0004,2044525.79,Noise
OBS000982,2015-02-10 21:00:00,VLT,654.421,1434287606.41,10.494,0.6966,1794864.92,Signal
OBS000983,2015-02-10 22:00:00,Keck,270.828,1395397276.14,17.934,1.0706,1108567.88,Signal
OBS000984,2015-02-10 23:00:00,VLT,346.46,1396567988.03,14.895,0.4187,293496.77,Noise
OBS000985,2015-02-11 00:00:00,Keck,376.156,1417099195.06,17.212,1.1514,1605175.22,Signal
OBS000986,2015-02-11 01:00:00,VLT,492.402,1373473026.64,15.102,0.7973,653061.75,Noise
OBS000987,2015-02-11 02:00:00,VLT,456.114,1395582335.87,24.052,0.7856,1266920.51,Noise
OBS000988,2015-02-11 03:00:00,JWST,667.896,1390885499.78,9.059,0.5921,358547.2,Noise
OBS000989,2015-02-11 04:00:00,JWST,614.522,1397221763.75,13.991,0.4316,2113203.45,Noise
OBS000990,2015-02-11 05:00:00,VLT,559.433,1416968128.98,9.809,0.3,278891.62,Signal
OBS000991,2015-02-11 06:00:00,JWST,517.476,1411083229.7,16.784,0.5712,1034493.04,Signal
OBS000992,2015-02-11 07:00:00,Keck,547.188,1385026353.83,11.692,0.9763,61093.61,Noise
OBS000993,2015-02-11 08:00:00,HST,396.562,1402733984.07,20.594,0.5116,979388.77,Signal
OBS000994,2015-02-11 09:00:00,Keck,602.865,1429808832.28,9.346,0.3355,787357.4,Noise
OBS000995,2015-02-11 10:00:00,Keck,366.555,1383372686.02,19.036,0.5273,1568591.7,Signal
OBS000996,2015-02-11 11:00:00,VLT,600.245,1402903335.61,14.966,0.6846,787310.28,Signal
OBS000997,2015-02-11 12:00:00,Keck,642.337,1396136786.46,11.838,0.6963,1569311.79,Noise
OBS000998,2015-02-11 13:00:00,JWST,525.304,1398739899.68,14.712,0.7613,487939.72,Noise
OBS000999,2015-02-11 14:00:00,Chandra,478.854,1367386847.56,13.306,1.1098,859019.2,Noise
OBS001000,2015-02-11 15:00:00,Keck,548.037,1428215257.09,13.78,1.1748,869043.95,Noise
OBS001001,2015-02-11 16:00:00,Chandra,156.618,1384512961.98,10.966,1.4016,1247794.13,Noise
OBS001002,2015-02-11 17:00:00,VLT,536.271,1420521439.4,8.492,0.3125,1184187.21,Noise
OBS001003,2015-02-11 18:00:00,Keck,486.398,1387572467.84,10.325,0.5432,1361112.58,Noise
OBS001004,2015-02-11 19:00:00,Chandra,493.925,1387489906.96,3.584,1.0095,1133415.3,Noise
OBS001005,2015-02-11 20:00:00,HST,584.784,1424262465.01,16.21,0.6638,1330657.41,Noise
OBS001006,2015-02-11 21:00:00,Chandra,491.028,1419877692.07,5.824,1.0582,551068.04,Signal
OBS001007,2015-02-11 22:00:00,Chandra,363.175,1404173317.98,10.912,0.8621,1194399.33,Signal
OBS001008,2015-02-11 23:00:00,Keck,483.032,1415223011.0,15.24,1.2738,1804102.96,Noise
OBS001009,2015-02-12 00:00:00,VLT,508.107,1394228944.39,16.197,1.1128,160003.62,Signal
OBS001010,2015-02-12 01:00:00,Keck,513.792,1399832647.45,3.127,1.1183,1244503.98,Noise
OBS001011,2015-02-12 02:00:00,JWST,519.43,1386767512.15,11.541,0.6764,1338389.89,Noise
OBS001012,2015-02-12 03:00:00,VLT,624.724,1418081298.99,14.299,0.7708,1730593.19,Noise
OBS001013,2015-02-12 04:00:00,JWST,369.676,1386131733.38,12.26,0.7084,1363023.47,Signal
OBS001014,2015-02-12 05:00:00,JWST,521.084,1429703126.9,18.72,0.3482,1050157.97,Signal
OBS001015,2015-02-12 06:00:00,Keck,654.792,1393683316.63,7.891,1.2415,1215036.6,Noise
OBS001016,2015-02-12 07:00:00,Chandra,291.847,1400410171.28,1.755,1.0236,632481.08,Noise
OBS001017,2015-02-12 08:00:00,JWST,521.558,1415174560.41,16.052,0.6965,806015.96,Noise
OBS001018,2015-02-12 09:00:00,Keck,429.755,1400477288.42,9.315,1.1914,332148.58,Noise
OBS001019,2015-02-12 10:00:00,HST,455.515,1394041833.71,3.207,0.6109,1743514.76,Noise
OBS001020,2015-02-12 11:00:00,HST,391.423,1399399531.04,11.207,0.2486,1225078.66,Noise
OBS001021,2015-02-12 12:00:00,HST,479.654,1417876367.07,18.153,1.1022,541943.77,Noise
OBS001022,2015-02-12 13:00:00,HST,720.951,1386742955.56,5.684,0.4164,1135678.48,Noise
OBS001023,2015-02-12 14:00:00,Chandra,348.268,1397475259.85,23.68,0.7413,1579673.85,Noise
OBS001024,2015-02-12 15:00:00,Chandra,359.647,1400205734.55,7.811,0.8618,1496396.16,Noise
OBS001025,2015-02-12 16:00:00,Chandra,343.768,1417291703.91,12.435,0.9156,536180.69,Noise
OBS001026,2015-02-12 17:00:00,HST,707.29,1398003092.52,5.904,1.0545,566919.41,Noise
OBS001027,2015-02-12 18:00:00,HST,444.519,1436165981.89,12.208,0.9743,1197693.04,Noise
OBS001028,2015-02-12 19:00:00,JWST,496.923,1396869228.45,11.331,0.965,556565.18,Noise
OBS001029,2015-02-12 20:00:00,Keck,451.666,1395246327.23,4.553,0.5628,1311163.75,Signal
OBS001030,2015-02-12 21:00:00,JWST,386.669,1396579357.57,26.129,0.8883,1475135.19,Noise
OBS001031,2015-02-12 22:00:00,Keck,471.782,1373667171.43,9.523,0.3483,1556816.56,Noise
OBS001032,2015-02-12 23:00:00,HST,794.989,1379265463.06,9.528,1.2686,1872370.24,Noise
OBS001033,2015-02-13 00:00:00,VLT,667.049,1389386662.21,16.845,0.3792,1618178.46,Signal
OBS001034,2015-02-13 01:00:00,JWST,397.647,1422716596.98,21.071,0.6961,1874774.41,Signal
OBS001035,2015-02-13 02:00:00,HST,577.709,1399337478.81,17.632,0.4043,1689530.17,Noise
OBS001036,2015-02-13 03:00:00,VLT,400.217,1390307116.21,5.994,0.581,1733108.79,Noise
OBS001037,2015-02-13 04:00:00,Chandra,286.836,1424530694.91,13.07,0.804,979565.93,Signal
OBS001038,2015-02-13 05:00:00,HST,622.341,1431023542.66,2.593,0.6414,355336.78,Noise
OBS001039,2015-02-13 06:00:00,Keck,639.211,1425107649.22,16.509,1.1433,2241135.13,Noise
OBS001040,2015-02-13 07:00:00,Chandra,625.526,1382938200.06,3.824,0.8681,1031476.47,Noise
OBS001041,2015-02-13 08:00:00,VLT,443.616,1390095027.6,7.984,0.6611,1614354.03,Signal
OBS001042,2015-02-13 09:00:00,Chandra,479.987,1436274721.41,11.984,0.7599,724862.58,Signal
OBS001043,2015-02-13 10:00:00,Keck,589.972,1404822793.84,14.225,1.1659,1481961.22,Signal
OBS001044,2015-02-13 11:00:00,JWST,546.98,1394647458.7,10.695,1.0727,222481.66,Signal
OBS001045,2015-02-13 12:00:00,VLT,452.764,1414366959.23,19.595,0.4584,794778.3,Signal
OBS001046,2015-02-13 13:00:00,HST,305.711,1420145981.35,15.616,0.5958,950794.46,Noise
OBS001047,2015-02-13 14:00:00,JWST,513.665,1388571008.58,15.224,0.9424,1231304.38,Noise
OBS001048,2015-02-13 15:00:00,VLT,629.481,1404388799.17,5.853,0.906,1536012.34,Noise
OBS001049,2015-02-13 16:00:00,VLT,356.289,1418531201.38,20.497,0.4849,452928.54,Signal
OBS001050,2015-02-13 17:00:00,HST,576.651,1376794257.08,7.985,1.0247,1329984.09,Noise
OBS001051,2015-02-13 18:00:00,Keck,539.785,1400246909.15,20.688,0.5327,1613333.49,Signal
OBS001052,2015-02-13 19:00:00,JWST,590.018,1377712206.94,22.111,1.1911,2172955.79,Noise
OBS001053,2015-02-13 20:00:00,Keck,604.637,1380328390.06,14.563,0.9588,1353313.99,Signal
OBS001054,2015-02-13 21:00:00,Chandra,416.664,1388737998.45,17.16,0.4604,770247.01,Noise
OBS001055,2015-02-13 22:00:00,HST,305.965,1409542390.76,3.415,0.6413,364117.67,Noise
OBS001056,2015-02-13 23:00:00,Chandra,435.978,1393559547.43,11.025,0.6361,1914601.15,Signal
OBS001057,2015-02-14 00:00:00,Keck,606.695,1387031637.5,17.511,0.848,1368670.97,Noise
OBS001058,2015-02-14 01:00:00,VLT,434.96,1401031091.27,16.623,0.7388,989012.18,Noise
OBS001059,2015-02-14 02:00:00,Keck,416.715,1377060745.43,5.901,0.4564,190090.85,Noise
OBS001060,2015-02-14 03:00:00,JWST,281.438,1408576064.36,10.531,0.3817,534408.02,Noise
OBS001061,2015-02-14 04:00:00,VLT,710.318,1422627735.24,0.682,0.9647,1315660.14,Signal
OBS001062,2015-02-14 05:00:00,VLT,599.086,1398415919.18,14.065,0.8859,1176916.51,Signal
OBS001063,2015-02-14 06:00:00,HST,592.388,1395947020.13,2.583,0.8317,26834.22,Noise
OBS001064,2015-02-14 07:00:00,VLT,616.127,1407468807.06,17.652,0.8812,1316306.28,Signal
OBS001065,2015-02-14 08:00:00,VLT,569.205,1359430611.62,17.914,0.6143,215781.78,Signal
OBS001066,2015-02-14 09:00:00,JWST,470.681,1410736349.13,9.628,0.8552,1677004.53,Signal
OBS001067,2015-02-14 10:00:00,Chandra,480.348,1462037716.07,14.606,1.5616,1104277.96,Noise
OBS001068,2015-02-14 11:00:00,VLT,448.692,1397546475.58,10.915,1.1524,768289.28,Signal
OBS001069,2015-02-14 12:00:00,JWST,816.169,1397617499.33,13.21,0.7135,1495077.17,Signal
OBS001070,2015-02-14 13:00:00,HST,566.709,1414872140.0,6.264,0.643,1176749.64,Noise
OBS001071,2015-02-14 14:00:00,VLT,444.344,1432906653.36,15.112,0.0581,1662463.8,Noise
OBS001072,2015-02-14 15:00:00,JWST,555.86,1419499356.89,3.794,1.1206,1040237.81,Noise
OBS001073,2015-02-14 16:00:00,VLT,378.696,1356887862.43,2.85,1.036,1069409.68,Noise
OBS001074,2015-02-14 17:00:00,Keck,680.541,1411267976.75,11.39,0.6369,857374.78,Signal
OBS001075,2015-02-14 18:00:00,Keck,420.672,1451438602.9,10.944,0.3705,1131483.57,Noise
OBS001076,2015-02-14 19:00:00,HST,560.13,1412448820.94,13.362,0.4534,1848975.44,Noise
OBS001077,2015-02-14 20:00:00,VLT,627.917,1376907961.73,8.752,0.9333,748617.91,Signal
OBS001078,2015-02-14 21:00:00,HST,546.172,1405636592.49,21.428,0.7732,1323977.57,Noise
OBS001079,2015-02-14 22:00:00,Keck,511.336,1374386254.97,12.803,1.0075,559778.21,Noise
